Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Telephone;Web;Mail;Segpa;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Type_contrat_prive;code_nature;Code_type_contrat_prive
0292257W;Annexe du collège Diwan Penn ar Bed (enseignement immersif en breton);Collège;Privé;02 98 25 76 73;https://www.diwan.bzh/fr/etablissements/skolaj-diwan-gwiseni;skolaj.gwiseni@diwan.bzh;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0240083K;Collège Jeanne d'Arc;Collège;Privé;05 53 91 30 79;https://www.jda24.fr/;college.jeannedarc24@orange.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0132921E;Collège Sainte-Marie;Collège;Privé;04 42 88 89 90;http://www.stlouis-stemarie.com;gestion.administrative-sm@stlouis-stemarie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0132789L;Collège Viala Lacoste;Collège;Privé;04 90 56 89 69;http://www.viala-lacoste.com;ce.0132789L@ac-aix-marseille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0134004G;Lycée Saint-Charles;Lycée;Privé;04 90 18 59 03;http://stch-arles.com/;ce.0134004g@ac-aix-marseille.fr;0;0;0;0;CONTRAT ASSOCIATION PARTIE DES CLASSES;302;31
0692921A;Collège Sainte-Marie;Collège;Privé;04 78 28 38 34;https://www.sainte-marie-lyon.fr/lyon/college-de-lyon-la-solitude/;secretariat-solitude@sainte-marie-lyon.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0831187P;Lycée professionnel Externat Saint-Joseph (La Cordeille);Lycée;Privé;04 94 24 43 49;http://www.esj-lacordeille.com;direction@esj-lacordeille.com;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0610694Y;Lycée Jeanne d'Arc;Lycée;Privé;02 33 12 26 30;http://jand-argentan.fr/;direction.ja.arg@orange.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0840797K;Lycée d'enseignement professionnel et technologique les Chênes;Lycée;Privé;04 90 63 07 70;http://www.leschenes.org/;contact@lycee-leschenes.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0320652K;Lycée professionnel privé Oratoire Sainte-Marie;Lycée;Privé;05 62 05 03 25;http://www.oratoire-auch.com;contact@oratoire-auch.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0561544Z;Collège Saint-François Xavier;Collège;Privé;02 97 47 12 80;http://www.saint-francois-xavier.com;ce.0561544Z@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0120936C;Lycée agricole privé François Marty (antenne de Villefranche de Rouergue);Lycée;Privé;05 65 81 25 10;http://www.lyceefrancoismarty.fr;lycee.francois.marty@cneap.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0820678S;Collège Sainte-Claire;Collège;Privé;05 63 04 50 16;https://sainteclaire.apprentis-auteuil.org;ce.0820678s@ac-toulouse.fr;0;0;0;0;CONTRAT ASSOCIATION PARTIE DES CLASSES;340;31
0920898B;Lycée Rambam;Lycée;Privé;01 46 05 27 19;https://maimonide.fr/college-et-lycee/;0920898B@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0940887D;Collège privé Saint-Thomas de Villeneuve;Collège;Privé;01 48 81 00 27;https://www.stv-bry-sur-marne.com/;sthosecretaire@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0912117G;Lycée polyvalent Notre-Dame de Sion;Lycée;Privé;01 69 47 32 32;http://www.sion91.fr;direction@sion91.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0120081Y;Collège Saint-Michel;Collège;Privé;05 65 98 12 88;https://saint-michel.mon-ent-occitanie.fr/;0120081y@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0133314G;Lycée Saint-Louis-Sainte-Marie;Lycée;Privé;04 42 31 73 00;https://stlouis-stemarie.com/;secretariat.lycee@stlouis-stemarie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0430898T;Collège Saint-Julien;Collège;Privé;04 71 50 13 95;https://www.lycee-saintjulien.com/college/;ce.0430898T@ac-clermont.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
9730289B;Collège Saint-Paul;Collège;Privé;05 94 27 01 50;https://collegecacao.wixsite.com/monsite;ce.9730289b@ac-guyane.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0593163T;Collège Notre-Dame;Collège;Privé;03 28 65 71 06;https://www.facebook.com/collegenotredame/?locale=fr_FR;ce.0593163t@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0752923V;Collège privé Rocroy Saint-Vincent de Paul;Collège;Privé;01 44 63 18 00;http://rocroysvp.fr/;rocroy-st-leon@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0753943D;Lycée privé de la Tour;Lycée;Privé;01 45 04 73 35;http://www.institutdelatour.com;info@institutdelatour.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0332487Z;Collège Saint-Elme;Collège;Privé;05 56 54 92 23;http://www.stelme.fr;ce.0332487z@ac-bordeaux.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0641657D;Collège privé Saint-Joseph;Collège;Privé;05 59 61 18 32;http://www.stjoseph-nay.com;contact@stjoseph-nay.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0622121U;Collège Saint-Louis;Collège;Privé;03 21 03 05 64;https://www.facebook.com/epcsaintpol/;ce.0622121u@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0593130G;Collège Saint-Joseph;Collège;Privé;03 28 68 33 23;https://ecole-college-prive-hondschoote.fr/;ce.0593130g@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0951817J;Collège Le Luat;Collège;Privé;01 39 94 45 76;http://www.collegeduluat.com/;0951817J@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0320052H;Collège Saint-Taurin;Collège;Privé;05 62 09 80 47;http://www.saint-taurin.fr/;0320052h@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0311972A;Collège Saint-Joseph;Collège;Privé;05 62 47 71 00;http://www.saintjosephtoulouse.org/;0311972a@ac-toulouse.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0301653J;Collège privé Institut Emmanuel d'Alzon - site de Vestric et Candiac;Collège;Privé;04 66 73 13 00;http://www.dalzon.com;secretariat.collegevestric@dalzon.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0311570N;Collège La Prairie;Collège;Privé;05 62 26 83 60;http://www.ecole-laprairie.fr/;0311570n@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
9741088P;Collège privé Marthe Robin;Collège;Privé;02 62 83 18 38;http://www.martherobin.re/;ce.9741088p@ac-reunion.fr;0;0;0;0;CONTRAT ASSOCIATION PARTIE DES CLASSES;340;31
0941614U;Collège Ozar Hatorah Filles;Collège;Privé;01 43 99 94 00;;ozar.secretariat@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0300922P;Collège privé Taisson;Collège;Privé;04 66 52 23 01;https://www.lyceedelasalle.com/college-taisson-ales;college-taisson@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0791017B;Collège privé Saint-Charles;Collège;Privé;05 49 67 87 87;http://www.st-charles-thouars.fr/;ce.0791017b@ac-poitiers.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0911748F;Collège Notre-Dame de Sion;Collège;Privé;01 69 47 32 32;http://www.sion91.fr;0911748F@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0170111D;Collège privé Notre-Dame de Nazareth;Collège;Privé;05 46 90 82 81;https://www.nd-nazareth-cozes.fr/;nd.nazareth.cozes@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0850107E;Collège Saint-Jacques;Collège;Privé;02 51 98 92 66;http://jacquadi2.free.fr;stjmoutiers85@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0441941W;Collège Saint-Louis;Collège;Privé;02 51 76 60 20;http://lc-saint-louis.loire-atlantique.e-lyco.fr;secretariat@lcsaintlouis.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0340894M;Collège privé Sainte-Thérèse La Salle;Collège;Privé;04 67 46 66 66;http://sainte.therese.apel.free.fr/index.htm;ce.0340894m@ac-montpellier.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0791134D;Collège privé Antoine de Saint-Exupéry;Collège;Privé;05 49 77 39 20;https://www.college-saint-exupery-niort.com;ce.0791134d@ac-poitiers.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0771216D;Collège Sainte-Croix;Collège;Privé;01 60 58 55 40;http://www.saintecroix77.fr;ste-croix.provins@77.scolanet.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0912000E;Collège Beth Rivkah;Collège;Privé;01 69 49 62 62;http://www.bethrivkah.fr/;0912000E@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0280679L;Collège privé Sainte-Cécile;Collège;Privé;02 37 45 04 32;https://saintececilechateaudun.fr/college;secretariat.accueil.stececile@gmail.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0010086N;Collège Saint-Charles;Collège;Privé;03 85 30 00 40;https://collegesaintcharles.fr/;college.stcharles@stcharleslimerol.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0560150J;Collège Saint-Julien;Collège;Privé;02 97 75 13 07;http://collegestjulien.com;ce.0560150J@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0942392P;Collège privé Saint-Mesrop Arabian;Collège;Privé;01 45 18 34 90;https://ecolesaintmesrop.com/college/;ecolesaintmesrop@gmail.com;0;0;0;0;CONTRAT ASSOCIATION PARTIE DES CLASSES;340;31
0271068P;Collège Jeanne d'Arc;Collège;Privé;02 32 64 60 20;https://www.jdasa.fr/;ce.0271068p@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0561403W;Collège Saint-Ouen - La Salle;Collège;Privé;02 97 33 32 21;https://www.stouenplouay.com/;ce.0561403W@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0560168D;Collège Sainte-Anne;Collège;Privé;02 97 50 21 56;https://www.steanne.org/;ce.0560168D@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0491802T;LTP Robert d'Arbrissel;Lycée;Privé;02 41 30 61 80;http://www.lycee-robertdarbrissel.fr;chemille@cneap.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0622140P;Collège privé Sainte Jeanne d'Arc;Collège;Privé;03 21 27 62 82;http://www.jeannedarclaventie.fr/;ce.0622140p@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0931528F;Collège Saint-Joseph;Collège;Privé;01 48 45 85 60;https://lasallepantin.fr/unites-pedagogiques-ecole-college-lycee#college;st-joseph.pantin@93.scolanet.org;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
6200185G;Collège Saint-Paul;Collège;Privé;04 95 23 72 00;http://clg-lycee-stpaul.leia.corsica/;ce.6200185g@ac-corse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0131382G;Collège Pastré - Grande Bastide;Collège;Privé;04 96 19 06 06;https://extrapgb.fr/pastre/;contact@extrapgb.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0932302X;Collège Merkaz Hatorah Filles;Collège;Privé;01 43 02 48 77;https://www.merkazhatorah.fr/college-lycee-filles;merkaz@club-internet.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0930920V;Collège Sainte-Marie;Collège;Privé;01 48 26 67 44;http://stemariestains.org/;ce.0930920v@ac-creteil.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0500120J;Lycée Institut Saint-Lô;Lycée;Privé;02 33 77 17 17;http://www.institut-saint-lo.fr/;secretariat.istlo@gmail.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0120070L;Collège Jeanne d'Arc;Collège;Privé;05 65 64 51 86;https://jeanne-darc-rignac.mon-ent-occitanie.fr/;ce.0120070L@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0351963U;Lycée Saint-Exupéry de Vitré - The Land;Lycée;Privé;02 99 75 02 20;https://www.the-land.bzh/campus/enseignement-secondaire/;lyceesaintexuperyvitre@the-land.bzh;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0441937S;Collège Saint-Donatien;Collège;Privé;02 44 76 35 00;https://stfelixlasalle.fr/;contact@stfelixlasalle.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0350892E;Collège Jeanne d'Arc;Collège;Privé;02 99 75 22 39;http://www.jeanne-darc-vitre.fr;ce.0350892E@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0941715D;Collège Saint-Michel de Picpus;Collège;Privé;01 43 74 79 52;https://saint-michel-de-saint-mande.fr/;secretariat-stmichel@voila.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0810122T;Collège Saint-Jean;Collège;Privé;05 63 33 66 70;http://college-saint-jean.blog.apprentis-auteuil.org/;0810122t@ac-toulouse.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0830100H;Lycée Notre-Dame;Lycée;Privé;04 94 27 31 28;http://www.notre-dame-toulon.fr/;ce.0830100h@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0580071M;Centre scolaire Notre-Dame - Lycée polyvalent (sup);Lycée;Privé;03 86 71 87 03;http://www.csnd58.fr;sup@csnd58.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0342080B;Collège privé Notre Dame;Collège;Privé;04 67 01 27 95;http://notredameagde.com;college.nd.agde@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0860761K;Collège privé Jeanne d'Arc;Collège;Privé;05 49 87 01 95;http://www.jdacivray.fr;contact@jdacivray.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0771217E;Collège Sainte-Thérèse;Collège;Privé;01 64 43 10 00;http://www.ecst.net;contact@ecst.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0141860W;Collège Institution Jeanne d'Arc;Collège;Privé;02 31 92 91 00;https://jabbayeux.fr/;ce.0141860w@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0440211R;Collège Theophane Venard;Collège;Privé;02 51 83 65 55;http://tvenard.loire-atlantique.e-lyco.fr;nantes.st-theophane-venard@ec44.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0921913E;Collège Notre-Dame de Sainte-Croix;Collège;Privé;01 46 43 19 50;http://www.saintecroix-de-neuilly.com;0921913E@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0500150S;Collège interparoissial;Collège;Privé;02 33 57 10 27;http://interparoissial.fr/;ce.0500150s@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0831188R;Collège Saint-Joseph;Collège;Privé;04 94 24 43 49;http://www.esj-lacordeille.com;ce.0830098f@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0754007Y;Collège privé Sainte-Louise;Collège;Privé;01 58 65 08 50;http://sainte-louise.com/;secretariatstelouise@yahoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0950762M;Lycée Saint-Martin de France;Lycée;Privé;01 34 25 48 00;http://www.saintmartindefrance.fr;contact@saintmartindefrance.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0922450N;Collège Notre-Dame;Collège;Privé;01 46 90 00 20;http://www.indmeudon.com/;0922450N@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0350891D;Collège Saint-Joseph La Salle;Collège;Privé;02 99 68 02 28;http://www.stjoseph-tinteniac.fr;ce.0350891D@ac-rennes.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0754089M;Lycée France Quéré - Association Votre école chez vous;Lycée;Privé;01 48 06 77 84;http://www.vecv.org;ecole@vecv.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;312;30
0920907L;Lycée Sophie Barat;Lycée;Privé;01 41 13 47 00;http://www.sophie-barat.net;inscriptions.lycee@sophie-barat.net;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0490843A;Collège privé Sainte-Cécile La Salle;Collège;Privé;02 41 87 48 42;https://saintececile-lasalle.fr/;ce.0490843A@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0300125Y;Lycée privé polyvalent de la Salle;Lycée;Privé;04 66 56 24 25;http://www.lyceedelasalle.com/lycee;lyceedelasalle@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0440232N;Collège Saint-Augustin;Collège;Privé;02 40 97 81 61;http://staugustin-riaille.loire-atlantique.e-lyco.fr;riaille.st-augustin@ec44.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0190782X;Collège Notre-Dame de la Providence;Collège;Privé;05 55 72 11 33;http://www.notredame-ussel.asso.fr;secretariat@ndp19.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0351962T;Lycée professionnel Jeanne Jugan;Lycée;Privé;02 99 68 06 50;https://lyceeprofessionneltinteniac.fr/;tinteniac@cneap.fr;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0141186N;Lycée professionnel de l'Oasis;Lycée;Privé;02 31 27 72 00;http://www.oasis-caen.net;ce.0141186n@ac-normandie.fr;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0642011N;Lo Collègi Calandreta Gasconha;Collège;Privé;05 59 82 12 93;;ce.0642011n@ac-bordeaux.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0752936J;Collège privé de l'Assomption;Collège;Privé;01 47 20 91 83;http://www.assomption-lubeck.com;assomption-lubeck@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0060676C;Collège Blanche de Castille;Collège;Privé;04 93 89 02 12;http://www.blanche2castille.com;ce.0060676c@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0911824N;Collège Saint-Nicolas;Collège;Privé;01 69 41 08 01;http://www.lasalleigny.fr/;0911824N@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0753381T;Collège privé Saint-Vincent;Collège;Privé;01 46 06 19 42;https://www.lamadone.fr/college-saint-vincent/;administratif@lamadone.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0141171X;Collège Notre-Dame;Collège;Privé;02 31 32 72 04;http://www.notredameorbec.com;ce.0141171x@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0440239W;Collège Lamoricière;Collège;Privé;02 40 78 71 22;http://lamoriciere-stphilbert.loire-atlantique.e-lyco.fr/;lamoriciere@ec44.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0440203G;Collège Saint-Martin;Collège;Privé;02 40 58 67 83;https://www.externat-chavagnes.com/;ensemble.stmartin@ec44.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0301244P;Collège privé Saint-Firmin;Collège;Privé;04 66 22 24 28;http://www.college-st-firmin.fr/;contact@college-st-firmin.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0753948J;Lycée privé de l'Assomption;Lycée;Privé;01 47 20 91 83;http://www.assomption-lubeck.com;assistante.direction@assomption-lubeck.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0132914X;Collège Cluny;Collège;Privé;04 91 13 77 00;http://www.college-st-joseph-cluny.fr;college.cluny@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0410773T;Collège privé Notre-Dame;Collège;Privé;02 54 42 60 60;http://www.notre-dame-vineuil.com/;ce.0410773t@ac-orleans-tours.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0921007V;Collège Saint-Justin;Collège;Privé;01 47 37 68 26;http://www.stemarie-stjustin.fr;0921007V@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0071168G;Collège privé Charles de Foucauld;Collège;Privé;04 75 06 41 67;https://chdf-lamastre.fr;ce.0071168g@ac-grenoble.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0381692H;Collège privé Saint-Bruno;Collège;Privé;04 76 66 06 33;http://www.ensemblescolaire-saintbruno.com/;ets.stbruno@ec-chartreuse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0381685A;Collège privé Saint-Baptiste - Institution Luzy Dufeillant;Collège;Privé;04 74 84 61 61;https://luzy-dufeillant.fr;ce.0381685A@ac-grenoble.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0921901S;Collège Sainte-Marie la Croix;Collège;Privé;01 46 11 58 00;https://www.saintemarieantony.fr/college;0921901S@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0920919Z;Lycée Notre-Dame de Sainte-Croix;Lycée;Privé;01 46 43 19 50;http://www.saintecroix-de-neuilly.com;0920919Z@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0511153B;Lycée professionnel Jeanne d'Arc - La Salle;Lycée;Privé;03 26 47 50 25;https://www.groupedelasalle-reims.com;contact@gdls-reims.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0220134B;Collège Saint-Pierre;Collège;Privé;02 96 79 97 87;http://www.groupe-scolaire-armor.fr;ce.0220134B@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0595389M;Collège Notre-Dame des Dunes;Collège;Privé;03 28 66 40 10;https://www.ndd-dk.com/;ce.0595389m@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0500148P;Collège Immaculée Conception;Collège;Privé;02 33 49 12 24;http://ecole-college.immacsh.fr/;ce.0500148p@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0840068T;Collège Marie Rivier;Collège;Privé;04 90 39 70 70;http://www.marie-rivier.org/;college@marie-rivier.org;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0771923X;Collège Jeanne d'Arc;Collège;Privé;01 64 14 44 40;http://www.jeannedarcmelun.net;accueil@jadam77.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0561792U;Collège Diwan (enseignement immersif en breton);Collège;Privé;02 97 62 60 81;;ce.0561792U@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0932772H;Collège Sainte Louise de Marillac;Collège;Privé;01 43 81 83 78;https://www.groupescolaire-saintelouisedm.com;secretariat@groupescolaire-slm.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
9730497C;Collège privé Cécile Cheviet;Collège;Privé;05 94 27 97 13;;ce.9730497C@ac-guyane.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0783289B;Lycée Notre-Dame;Lycée;Privé;01 34 97 97 97;http://www.asndsl.fr;accueil.nd.mantes@gmail.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0830147J;Institution Saint-Joseph - La Navarre;Collège;Privé;04 94 12 43 83;http://institutionsaintjosephlanavarre.fr;ce.0830147j@ac-nice.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0761707T;Lycée privé La Providence;Lycée;Privé;02 32 14 61 46;http://www.providence-dieppe.fr/;0761707t@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0940823J;Lycée professionnel Robert Keller - Le Foyer de Cachan;Lycée;Privé;01 45 46 70 01;https://www.lycee-robert-keller.fr/;ce.0940823J@ac-creteil.fr;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0120068J;Collège Saint-Louis;Collège;Privé;05 65 74 01 13;https://www.saintlouis-requista.fr/;0120068j@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0131445A;Lycée professionnel Charlotte Grawitz;Lycée;Privé;04 91 66 63 86;http://www.provence-formation.fr/lycees/lycee-charlotte-grawitz;;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0910815S;Lycée Jeanne d'Arc;Lycée;Privé;01 69 16 14 40;http://www.jeannedarc-etampes.fr;contact@jeannedarc-etampes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0932654E;Lycée général privé Sainte Marie;Lycée;Privé;01 48 26 67 44;http://stemariestains.org/;lyceegt@stemarie-stvincent.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0920905J;Collège Saint-Joseph;Collège;Privé;01 46 99 90 30;https://sjparchamp.fr/college/;0920905J@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
